street,sic_name,employees,Longitude,Latitude,firstyear,lastyear
32 Arcade Bldg,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.43616967,41.82924607,1953,1953
85 Summer St,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.41876388,41.81581485,1953,1953
90 Depasquale Ave,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.42666398,41.82328343,1981,1983
912 Broad Street,Food & Kindred Products,NA,-71.41597302,41.79935537,1953,1969
94 Silver Spring Street,Fabricated Metal Products,0-49,-71.41655319,41.84652864,1959,1994
75 Baker St,Industrial & Commercial Machinery,50-99,-71.40044833,41.79335275,1953,1953
340 East Ave,Primary Metal Industries,0-49,-71.47681707,41.71643678,2002,2010
969 Douglas Avenue,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.43893998,41.85401257,1969,1971
NA,Industrial & Commercial Machinery,0-49,-71.51033077,42.0054638,1971,1971
229 Charles St.,Furniture & Fixtures,0-49,-71.41294683,41.83692494,1953,1959
549 River Street,Fabricated Metal Products,0-49,-71.52270101,42.00454209,1971,2010
62 Graystone Street,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.44579321,41.7308164,1971,1994
683 West Shore Road,Rubber & Miscellaneous Plastic Products,0-49,-71.38465049,41.72518157,1953,1961
B Alhambra Reed,Rubber & Miscellaneous Plastic Products,0-49,-71.43938318,41.72807363,1967,1967
B Webb St,Rubber & Miscellaneous Plastic Products,0-49,-71.44766197,41.75292478,1986,1986
3 Doans Road,Industrial & Commercial Machinery,0-49,-71.29918273,41.73228149,1959,1961
38 James St,Fabricated Metal Products,0-49,-71.37471623,41.82083031,1953,1973
345 Taunton Avenue,Rubber & Miscellaneous Plastic Products,0-49,-71.36567896,41.8204534,1971,1988
181 Eddy Street,Jewelry & Other Miscellaneous Manufacturing,NA,-71.40942279,41.82085055,1953,1959
429 Tiogue Ave,Chemicals & Allied Products,0-49,-71.54690189,41.6847344,1981,2008
10 Potter Ct,Chemicals & Allied Products,0-49,-71.540083,41.72802499,2010,2010
136 Hospital Street,Rubber & Miscellaneous Plastic Products,0-49,-71.40889565,41.81491309,1953,1961
64 Halsey St,Industrial & Commercial Machinery,0-49,-71.31482466,41.50368711,1986,1991
128 North Main Street,Finished Products from Fabrics,0-49,-71.40505185,41.84662648,1953,1979
500 Narragansett Park Dr,Jewelry & Other Miscellaneous Manufacturing,250-499,-71.34509686,41.86248442,1959,2012
72 Johnny Cake Hill Rd,Rubber & Miscellaneous Plastic Products,0-49,-71.28494305,41.50366808,1963,2012
Cor Pond Privilege Streets,Rubber & Miscellaneous Plastic Products,0-49,-71.51169441,42.01496295,1967,1973
179 Atwells Ave,"Printing, Publishing & Allied Industries",0-49,-71.42408889,41.82346542,1953,1975
756 Eddy St,Industrial & Commercial Machinery,NA,-71.40716433,41.80741875,1969,1983
200 Lavan St,Industrial & Commercial Machinery,NA,-71.43371914,41.75641518,1981,1988
26 Barton Ave,Transportation Equipment,0-49,-71.29278512,41.73612083,1953,1953
253 Georgia Ave,Leather & Leather Products,50-99,-71.40210755,41.79127027,1953,2010
NA,Fabricated Metal Products,NA,-71.43539379,41.82820863,1959,1961
466 Saint Paul St,Textile Mill Products,NA,-71.5488072,42.00726666,2002,2002
172 Greenville Rd,Jewelry & Other Miscellaneous Manufacturing,NA,-71.53242422,41.97205364,2010,2010
18 Borden St,Jewelry & Other Miscellaneous Manufacturing,NA,-71.5185959,41.70671973,1983,1994
50 Clemence Street Cranston,Rubber & Miscellaneous Plastic Products,0-49,-71.48006357,41.79522639,1973,1994
430 Central St,Industrial & Commercial Machinery,0-49,-71.39449728,41.8840224,1953,1983
383 Water Street,Food & Kindred Products,0-49,-71.2849625,41.72722821,1971,2008
51 Fairlawn Ave,Fabricated Metal Products,0-49,-71.41009187,41.87315056,1959,2012
NA,Industrial & Commercial Machinery,NA,-71.40203467,41.81792149,1959,1959
43 Turner Street,"Electronics, Electrical Equipment & Components",0-49,-71.43995599,41.8259939,1967,2012
120 Lambert Lind Hwy,"Printing, Publishing & Allied Industries",0-49,-71.47643867,41.72839234,1998,1998
823 Park Ave,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.4346699,41.7787875,1981,1981
99 Cook Street,Chemicals & Allied Products,0-49,-71.4041596,41.90946516,1979,1988
NA,Chemicals & Allied Products,0-49,-71.46297268,41.78145401,1959,1961
754 Branch Ave,Chemicals & Allied Products,0-49,-71.4301136,41.85397155,2002,2008
21 Benefit St,Industrial & Commercial Machinery,0-49,-71.37079744,41.89261392,1953,1953
28 Burn side St,Transportation Equipment,0-49,-71.27249503,41.66332138,1981,1981
24 Verndale Circle,Transportation Equipment,0-49,-71.27711558,41.69456397,1986,1991
66 Whipple Street,Chemicals & Allied Products,NA,-71.42036556,41.83864499,1961,1969
365 Charles St,Chemicals & Allied Products,0-49,-71.41767243,41.84164161,1998,1998
185 Washington St,Food & Kindred Products,0-49,-71.39287404,41.89174786,1953,1969
71 Broad Common Road Bristol,"Stone, Clay, Glass & Concrete Products",0-49,-71.27136897,41.69977526,1988,1994
69 South St,Industrial & Commercial Machinery,0-49,-71.40845367,41.81716758,1953,1975
423 Arnold St,Industrial & Commercial Machinery,0-49,-71.51676949,42.00591905,2002,2002
75 Industrial Drive Cumberland,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.39813019,41.95309876,1991,1994
623 Atwells Avenue,Jewelry & Other Miscellaneous Manufacturing,NA,-71.43799793,41.82457271,1959,1986
29 Buttonwood Street Bristol,Jewelry & Other Miscellaneous Manufacturing,NA,-71.26676201,41.67513039,1991,1994
6 Commercial Way,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.27294983,41.75030475,2002,2012
700 Ten Rod Rd,Furniture & Fixtures,250-499,-71.57743841,41.57975126,2002,2002
37 Fletcher Ave,Fabricated Metal Products,0-49,-71.47830942,41.79589067,1971,2012
1257 Plainiield St,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.4767284,41.79799413,1953,1963
1138 Pontiac Ave,Industrial & Commercial Machinery,0-49,-71.44986991,41.75309867,1953,2002
5 Industrial Way,Rubber & Miscellaneous Plastic Products,0-49,-71.36452395,41.78153017,1967,1994
67 Harris St,Industrial & Commercial Machinery,0-49,-71.534614,41.728051,1959,1991
1654 Main Street West Warwick,Industrial & Commercial Machinery,0-49,-71.5226024,41.68710338,1981,1994
282 Oaklawn Ave,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.4714448,41.76747312,2006,2010
546 Smithiield Avenue,Food & Kindred Products,0-49,-71.41516888,41.87734264,1959,1975
99 Fletcher Avenue,Textile Mill Products,50-99,-71.47592119,41.79497056,1971,1998
30 De Soto St,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.43862798,41.82115263,1998,2002
322 Providence St,Fabricated Metal Products,NA,-71.50246565,41.71143244,1953,1959
253 Kilvert Sheet,Primary Metal Industries,0-49,-71.44727402,41.72991938,1967,1967
18 Murray Street Providence,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.46169431,41.80973272,1975,1994
110 Canal St,Petroleum Refining & Related Industries,NA,-71.83378145,41.38966257,1953,1983
217 Oak St,Industrial & Commercial Machinery,NA,-71.44075032,41.81488379,1979,2012
292 Academy Avenue,Industrial & Commercial Machinery,0-49,-71.44455733,41.83280288,1975,1988
1 Atlantic Ave,Food & Kindred Products,0-49,-71.35547287,41.45807817,2008,2008
200 Service Road,Jewelry & Other Miscellaneous Manufacturing,50-99,-71.44661578,41.73707374,1979,1986
Moshassuck Industrial Pk,Primary Metal Industries,0-49,-71.40762574,41.89252134,1969,1994
47 Manson Ave,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.43051296,41.75526917,1959,2012
NA,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.46093981,41.81895467,1959,1959
15 Howard St Phenix,Textile Mill Products,50-99,-71.38341853,41.71485057,1953,1953
825 Main St,Textile Mill Products,50-99,-71.52661135,41.72027326,1953,2010
59 Baker St,"Electronics, Electrical Equipment & Components",0-49,-71.28514585,41.73059848,1979,2010
44 West River St,"Stone, Clay, Glass & Concrete Products",NA,-71.41550254,41.84124902,1967,1991
Dexter Road,"Printing, Publishing & Allied Industries",0-49,-71.37933958,41.87877164,1967,1991
350 Washington Hwy,Fabricated Metal Products,0-49,-71.50961857,41.92292095,1967,1979
25 Fletcher Avenue,Industrial & Commercial Machinery,NA,-71.47881368,41.79616405,1979,1994
78 Dean Street,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.42497923,41.82423913,1969,1969
166 Dean Street,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.42346607,41.82265198,1971,1979
1165 Warwick Ave,Fabricated Metal Products,0-49,-71.40690631,41.74461089,1953,1979
7 Cypress Street,Fabricated Metal Products,0-49,-71.4354543,41.75229879,1981,1998
1 1 17 Douglas Avenue,Textile Mill Products,0-49,-71.40300885,41.8499498,1973,1973
784 Taunton Ave,Fabricated Metal Products,0-49,-71.35048907,41.82263672,1953,1953
657 Atwells Avenue Providence,Fabricated Metal Products,0-49,-71.43859004,41.82458345,1991,1998
26 Turner St,Industrial & Commercial Machinery,0-49,-71.43959473,41.82584552,1998,2010
115 Baker St,Primary Metal Industries,0-49,-71.4020827,41.79305588,1953,2008
740 York Ave,Paper & Allied Products,0-49,-71.36300477,41.87695353,1953,2012
91 Pontiac Avenue,"Printing, Publishing & Allied Industries",0-49,-71.43154781,41.78574427,1969,1971
150 Middle Street,Fabricated Metal Products,0-49,-71.37926175,41.88638954,1953,1971
19 Whitman St,Fabricated Metal Products,0-49,-71.52039202,41.71831597,1983,1988
371 Prairie Avenue,Furniture & Fixtures,0-49,-71.4142524,41.80404905,1961,1963
1225 Warwick Avenue,Furniture & Fixtures,0-49,-71.40777173,41.74271038,1969,1988
389 Charles St,"Printing, Publishing & Allied Industries",NA,-71.41853782,41.84454057,1953,1994
482 Post Road,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.40582986,41.75955674,1953,1961
159 Aborn St,Industrial & Commercial Machinery,0-49,-71.41626498,41.82243808,1953,1953
26 North Road Foster,Leather & Leather Products,NA,-71.73956192,41.78850627,1991,2010
5 Mason St,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.37211853,41.80958923,1953,1961
79 Sabin Street,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.41688435,41.82354689,1961,1961
560 Metacom Avenue Warren,Paper & Allied Products,250-499,-71.26955813,41.72305003,1971,2012
4 Maple Drive,Furniture & Fixtures,0-49,-71.56509668,41.69481075,1953,1953
NA,Furniture & Fixtures,0-49,-71.54196509,41.72888585,1959,1969
2 Corliss Street,Industrial & Commercial Machinery,0-49,-71.41424377,41.83839945,1967,1967
Gavitt Ave,"Stone, Clay, Glass & Concrete Products",0-49,-71.82074101,41.3832616,1979,1983
33 Fuller St,Fabricated Metal Products,0-49,-71.42598544,41.81037714,1961,2012
2 Industrial Lane Johnston,Jewelry & Other Miscellaneous Manufacturing,NA,-71.50868434,41.82384088,1963,2012
521 South Main,Industrial & Commercial Machinery,100-249,-71.4012842,41.81819826,1963,1981
740 Winter Street,Industrial & Commercial Machinery,0-49,-71.51213626,42.01401945,1967,1967
445 St Paul St,Industrial & Commercial Machinery,0-49,-71.54871089,42.00776891,1981,1988
155 Chestnut St,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.40990865,41.8180604,1953,2010
82 Aldrich St,Fabricated Metal Products,0-49,-71.40692628,41.79460839,1967,2002
171 Coyle Ave,Transportation Equipment,NA,-71.36758832,41.89124549,1983,1983
80 River Street,Food & Kindred Products,0-49,-71.51751126,42.00028754,1953,1971
171 Pine St,Fabricated Metal Products,0-49,-71.41050732,41.80799929,1953,1981
928 Eddy St,Fabricated Metal Products,50-99,-71.40645168,41.80253921,1959,2012
330 Station St,Jewelry & Other Miscellaneous Manufacturing,NA,-71.42445564,41.77774944,1979,1998
9 11 Arthur St,Industrial & Commercial Machinery,0-49,-71.41027157,41.68542844,1979,1979
355 Orchard Street,Industrial & Commercial Machinery,NA,-71.52420797,41.99011518,1959,2002
87 Corliss St,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.4129836,41.84025342,2010,2012
1044 Mendon Rd Oic,Textile Mill Products,NA,-71.47818448,42.00533551,2006,2008
510 Bullocks Point Ave,Fabricated Metal Products,0-49,-71.36058296,41.76284912,1979,2006
86 Harris Avenue Pawtucket,Chemicals & Allied Products,0-49,-71.42197165,41.82728642,1988,1994
270 Greenville Avenue,Jewelry & Other Miscellaneous Manufacturing,NA,-71.48477416,41.83902174,1961,1963
21 Stevens Street,Petroleum Refining & Related Industries,0-49,-71.48322863,41.85469049,1967,1967
Irons Ave,Food & Kindred Products,0-49,-71.48119478,41.84146216,1953,1953
1144 Eddy St,Precision Machinery,500+,-71.4043362,41.7948415,1953,2010
100 Metro Center Blvd,Food & Kindred Products,0-49,-71.4551272,41.72616508,1994,2012
NA,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.44508514,41.82092124,1959,1959
17 Fuller Street,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.42587692,41.81092475,1963,1967
85 Ellenfield St,Primary Metal Industries,0-49,-71.40071172,41.79390006,1953,2002
10 Park Lane,Industrial & Commercial Machinery,100-249,-71.43664878,41.79638847,1983,1991
159 Sutton St,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.4278589,41.82098173,1953,1959
153 Sutton Street,Rubber & Miscellaneous Plastic Products,0-49,-71.41755534,41.81465945,1961,2008
17 Joy Sheet Johnston,Rubber & Miscellaneous Plastic Products,0-49,-71.48762654,41.79463032,1988,1988
47 Main Street,Fabricated Metal Products,0-49,-71.38162326,41.87582763,1961,1961
1510 Pontiac Ave,Jewelry & Other Miscellaneous Manufacturing,50-99,-71.45899745,41.74206266,1969,2012
49 Hurdis St,Industrial & Commercial Machinery,0-49,-71.42505448,41.86285077,1969,2012
399 Farnum Pike,Industrial & Commercial Machinery,0-49,-71.550881,41.927393,1961,2006
70 Cliff Street,"Printing, Publishing & Allied Industries",0-49,-71.45427032,41.65628771,1994,2012
33 Metacomet Avenue,Industrial & Commercial Machinery,100-249,-71.36076211,41.83030018,1953,1991
225 Wampanoag Trail,Jewelry & Other Miscellaneous Manufacturing,NA,-71.573037,41.994262,1963,1963
496 Waterman Avenue,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.35931105,41.81725975,1971,1986
100 Commerce Dr,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.42007632,41.73689117,1979,2002
51 Mill Street,Primary Metal Industries,NA,-71.41280941,41.77117594,1959,1986
81 Beverage Hill Avenue,Food & Kindred Products,0-49,-71.3706506,41.8606374,1959,2008
140 Modena Ave,Fabricated Metal Products,NA,-71.44897284,41.84806108,1979,1983
150 Toronto Avenue,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.40021636,41.79211094,1969,1971
229 New Meadow Road,Industrial & Commercial Machinery,0-49,-71.30456223,41.7501003,1959,1963
North Road,"Stone, Clay, Glass & Concrete Products",0-49,-71.49995423,41.46200736,1979,1986
133 Frances Ave,Chemicals & Allied Products,0-49,-71.42344604,41.77401484,1981,1998
115 Valley St,Primary Metal Industries,0-49,-71.38181032,41.82085109,1959,2012
830 Lonsdale Avenue,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.40188956,41.88776638,1969,1973
24 De Soto Street,Fabricated Metal Products,NA,-71.43868188,41.82106457,1959,1986
583 Harris Ave,Fabricated Metal Products,0-49,-71.43796038,41.82141658,2008,2008
5 Energy Way West Warwick,Chemicals & Allied Products,100-249,-71.51568279,41.66732034,1988,2012
144 Broadway,Furniture & Fixtures,NA,-71.42187084,41.82151403,1986,1986
NA,Furniture & Fixtures,0-49,-71.43154081,41.82399458,1994,1998
101 Libera,Fabricated Metal Products,0-49,-71.47153403,41.78746066,1975,2008
31 Privet Street,Rubber & Miscellaneous Plastic Products,0-49,-71.40068179,41.87927463,1963,1998
111 Harris Ave Providence,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.4228559,41.82725587,1991,1991
West Wrentham Road,Primary Metal Industries,0-49,-71.44714805,42.00968334,1953,1988
One Dunnellen Rd,Rubber & Miscellaneous Plastic Products,0-49,-71.37245789,41.83125859,1981,1986
3 33 1452 St,Rubber & Miscellaneous Plastic Products,0-49,-71.40223123,41.85109177,1969,2006
6 Franklin St,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.42539665,41.8707636,1953,1953
81 Elwin Street Cranston,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.45213065,41.79852182,1991,1994
1227 Atwood Ave,"Printing, Publishing & Allied Industries",0-49,-71.48854941,41.8039095,1979,1979
19 East Main Street,"Printing, Publishing & Allied Industries",0-49,-71.5227454,41.70002654,1959,1959
23 Hewes St,Rubber & Miscellaneous Plastic Products,0-49,-71.41996848,41.82772197,1953,1971
597 Mineral Spring Avenue,Rubber & Miscellaneous Plastic Products,0-49,-71.40857221,41.87261659,1959,1998
NA,Rubber & Miscellaneous Plastic Products,0-49,-71.5186296,41.91525601,1971,1971
160 Amaral St,Petroleum Refining & Related Industries,0-49,-71.3491729,41.80048186,2002,2002
1 East St,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.39589776,41.82265608,1959,2012
10 Hemingway Dr,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.34780914,41.79744988,2008,2008
54 Imbferial Ave,Fabricated Metal Products,0-49,-71.48017649,41.79332469,2006,2006
61 Joslin Rd,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.63235772,41.97651529,1967,2012
10 Industrial Rd,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.40107037,41.95315555,1981,2012
955 Central Avenue,"Stone, Clay, Glass & Concrete Products",0-49,-71.34698994,41.88962078,1961,1961
53 Bassett Street,Jewelry & Other Miscellaneous Manufacturing,NA,-71.42788252,41.87005534,1959,1959
1826 Elmwood Ave,Fabricated Metal Products,0-49,-71.42418301,41.75763515,1981,2006
847 North Main Street,"Printing, Publishing & Allied Industries",0-49,-71.40703726,41.84317019,1967,1988
457 Lonsdale Ave,Jewelry & Other Miscellaneous Manufacturing,50-99,-71.40001166,41.87988813,1979,1994
547 Weeden Street,Furniture & Fixtures,0-49,-71.40672001,41.87738831,1994,2012
530 Social Street,Fabricated Metal Products,0-49,-71.50385765,42.00890467,1971,1994
50 Webb St,Furniture & Fixtures,NA,-71.44562867,41.75365116,2006,2012
618 Washington Street,Industrial & Commercial Machinery,0-49,-71.54622288,41.69710539,1979,1986
85 Tockwotten Street,Chemicals & Allied Products,NA,-71.3991887,41.81731297,1961,1963
